   0.00000000       0.00000000    
   9.99999978E-03   9.99999975E-05
   1.99999996E-02   3.99999990E-04
   2.99999993E-02   8.99999985E-04
   3.99999991E-02   1.59999996E-03
   4.99999970E-02   2.49999971E-03
   5.99999987E-02   3.59999994E-03
   7.00000003E-02   4.90000006E-03
   7.99999982E-02   6.39999984E-03
   8.99999961E-02   8.09999928E-03
   9.99999940E-02   9.99999885E-03
  0.109999999       1.20999999E-02
  0.119999997       1.43999998E-02
  0.129999995       1.68999992E-02
  0.140000001       1.96000002E-02
  0.149999991       2.24999972E-02
  0.159999996       2.55999994E-02
  0.170000002       2.89000012E-02
  0.179999992       3.23999971E-02
  0.189999998       3.61000001E-02
  0.199999988       3.99999954E-02
  0.209999993       4.40999977E-02
  0.219999999       4.83999997E-02
  0.229999989       5.28999940E-02
  0.239999995       5.75999990E-02
  0.250000000       6.25000000E-02
  0.259999990       6.75999969E-02
  0.269999981       7.28999898E-02
  0.280000001       7.84000009E-02
  0.289999992       8.40999931E-02
  0.299999982       8.99999887E-02
  0.310000002       9.61000025E-02
  0.319999993      0.102399997    
  0.329999983      0.108899988    
  0.340000004      0.115600005    
  0.349999994      0.122499995    
  0.359999985      0.129599988    
  0.370000005      0.136900008    
  0.379999995      0.144400001    
  0.389999986      0.152099982    
  0.399999976      0.159999982    
  0.409999996      0.168099999    
  0.419999987      0.176399991    
  0.429999977      0.184899986    
  0.439999998      0.193599999    
  0.449999988      0.202499986    
  0.459999979      0.211599976    
  0.469999999      0.220899999    
  0.479999989      0.230399996    
  0.489999980      0.240099981    
  0.500000000      0.250000000    
  0.509999990      0.260099977    
  0.519999981      0.270399988    
  0.529999971      0.280899972    
  0.539999962      0.291599959    
  0.550000012      0.302500010    
  0.560000002      0.313600004    
  0.569999993      0.324900001    
  0.579999983      0.336399972    
  0.589999974      0.348099977    
  0.599999964      0.359999955    
  0.610000014      0.372100025    
  0.620000005      0.384400010    
  0.629999995      0.396899998    
  0.639999986      0.409599990    
  0.649999976      0.422499955    
  0.659999967      0.435599953    
  0.669999957      0.448899955    
  0.680000007      0.462400019    
  0.689999998      0.476099998    
  0.699999988      0.489999980    
  0.709999979      0.504099965    
  0.719999969      0.518399954    
  0.729999959      0.532899916    
  0.740000010      0.547600031    
  0.750000000      0.562500000    
  0.759999990      0.577600002    
  0.769999981      0.592899978    
  0.779999971      0.608399928    
  0.789999962      0.624099910    
  0.799999952      0.639999926    
  0.810000002      0.656099975    
  0.819999993      0.672399998    
  0.829999983      0.688899994    
  0.839999974      0.705599964    
  0.849999964      0.722499967    
  0.859999955      0.739599943    
  0.870000005      0.756900012    
  0.879999995      0.774399996    
  0.889999986      0.792099953    
  0.899999976      0.809999943    
  0.909999967      0.828099966    
  0.919999957      0.846399903    
  0.930000007      0.864899993    
  0.939999998      0.883599997    
  0.949999988      0.902499974    
  0.959999979      0.921599984    
  0.969999969      0.940899968    
  0.979999959      0.960399926    
  0.989999950      0.980099916    
   1.00000000       1.00000000    
